ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
14-210-192-29,oldh1241,Old High German,1631,in gāhūn,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-31,oldh1241,Old High German,1631,ga(h)es,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-33,oldh1241,Old High German,1631,gāhun,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-35,oldh1241,Old High German,1631,samft,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-37,oldh1241,Old High German,1631,hir-līh,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-39,oldh1241,Old High German,1631,halto,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-41,oldh1241,Old High German,1631,īlīg,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-43,oldh1241,Old High German,1631,īllant-līhho,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-45,oldh1241,Old High German,1631,horsco,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-47,oldh1241,Old High German,1631,un-lang,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-210-192-49,oldh1241,Old High German,1631,rosc,StandardOrth,"swift, fast, quick",buck1949;schuetzeichel1989,,,
14-190-192-1,oldh1241,Old High German,1963,sār(io),StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-3,oldh1241,Old High German,1963,sār(io) dia (h)wīla,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-5,oldh1241,Old High German,1963,sār bī demo dinge,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-7,oldh1241,Old High German,1963,sār dia warbūn,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-9,oldh1241,Old High German,1963,slium(o),StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-11,oldh1241,Old High German,1963,halto,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-13,oldh1241,Old High German,1963,sciero,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-15,oldh1241,Old High German,1963,ie(o)zuo,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-17,oldh1241,Old High German,1963,mit mihileru īlu,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-19,oldh1241,Old High German,1963,nū(w)a,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-21,oldh1241,Old High German,1963,in ala-drātī,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-23,oldh1241,Old High German,1963,in ant-warti,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-25,oldh1241,Old High German,1963,in ala-gāhe,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-27,oldh1241,Old High German,1963,in ala-gāhī,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-190-192-29,oldh1241,Old High German,1963,gāhun,StandardOrth,immediately,buck1949;schuetzeichel1989,,,
14-180-192-1,oldh1241,Old High German,1376,nu~nū,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-3,oldh1241,Old High German,1376,ju,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-5,oldh1241,Old High German,1376,sār,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-7,oldh1241,Old High German,1376,dan(n)e,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-9,oldh1241,Old High German,1376,io(ana),StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-11,oldh1241,Old High German,1376,dar~dār,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-13,oldh1241,Old High German,1376,wār-līh(h)o,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-15,oldh1241,Old High German,1376,gi-wisso,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-17,oldh1241,Old High German,1376,wola,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-19,oldh1241,Old High German,1376,ja~jā,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-180-192-21,oldh1241,Old High German,1376,nū(w)a,StandardOrth,now,buck1949;schuetzeichel1989,,,
14-170-192-1,oldh1241,Old High German,477,spāti,StandardOrth,late,buck1949;schuetzeichel1989,,,
14-170-192-3,oldh1241,Old High German,477,ubar-lang,StandardOrth,late,buck1949;schuetzeichel1989,,,
14-170-192-5,oldh1241,Old High German,477,trāgo,StandardOrth,late,buck1949;schuetzeichel1989,,,
14-160-192-1,oldh1241,Old High German,672,fruo,StandardOrth,early,buck1949;schuetzeichel1989,,,
14-160-192-3,oldh1241,Old High German,672,spuotīg,StandardOrth,early,buck1949;schuetzeichel1989,,,
14-150-192-1,oldh1241,Old High German,1229,alt,StandardOrth,old,buck1949;schuetzeichel1989,,,
14-150-192-3,oldh1241,Old High German,1229,hēr,StandardOrth,old,buck1949;schuetzeichel1989,,,
14-150-192-5,oldh1241,Old High German,1229,entrisc,StandardOrth,old,buck1949;schuetzeichel1989,,,
14-150-192-7,oldh1241,Old High German,1229,firni,StandardOrth,old,buck1949;schuetzeichel1989,,,
14-140-192-1,oldh1241,Old High German,1207,jung,StandardOrth,young,buck1949;schuetzeichel1989,,,
14-140-192-3,oldh1241,Old High German,1207,muruwi,StandardOrth,young,buck1949;schuetzeichel1989,,,
14-140-192-5,oldh1241,Old High German,1207,niuwi,StandardOrth,young,buck1949;schuetzeichel1989,,,
14-140-192-7,oldh1241,Old High German,1207,kindisc,StandardOrth,young,buck1949;schuetzeichel1989,,,
14-120-192-1,oldh1241,Old High German,1789,alta(r),StandardOrth,age,buck1949;schuetzeichel1989,,,
14-120-192-3,oldh1241,Old High German,1789,alt-tuom,StandardOrth,age,buck1949;schuetzeichel1989,,,
14-120-192-5,oldh1241,Old High German,1789,eltī,StandardOrth,age,buck1949;schuetzeichel1989,,,
14-120-192-7,oldh1241,Old High German,1789,firni,StandardOrth,age,buck1949;schuetzeichel1989,,,
14-130-192-1,oldh1241,Old High German,1231,niuwi,StandardOrth,new,buck1949;schuetzeichel1989,,,
14-130-192-3,oldh1241,Old High German,1231,jung,StandardOrth,new,buck1949;schuetzeichel1989,,,
14-110-192-1,oldh1241,Old High German,892,(gi)zīt,StandardOrth,time,buck1949;schuetzeichel1989,,,
14-110-192-3,oldh1241,Old High German,892,(h)wīl(a),StandardOrth,time,buck1949;schuetzeichel1989,,,
14-110-192-5,oldh1241,Old High German,892,(taga)frist,StandardOrth,time,buck1949;schuetzeichel1989,,,
14-110-192-7,oldh1241,Old High German,892,stunta,StandardOrth,time,buck1949;schuetzeichel1989,,,
14-110-192-9,oldh1241,Old High German,892,māl,StandardOrth,time,buck1949;schuetzeichel1989,,,
14-110-192-11,oldh1241,Old High German,892,tag,StandardOrth,time,buck1949;schuetzeichel1989,,,
13-440-192-1,oldh1241,Old High German,417,driror,StandardOrth,three times,buck1949;schuetzeichel1989,,,
13-440-192-3,oldh1241,Old High German,417,drio-stunt,StandardOrth,three times,buck1949;schuetzeichel1989,,,
13-420-192-1,oldh1241,Old High German,1859,dritt(i)o,StandardOrth,third,buck1949;schuetzeichel1989,,,
13-380-192-1,oldh1241,Old High German,1546,zwiro(n),StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-380-192-3,oldh1241,Old High German,1546,zwirōnt,StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-380-192-5,oldh1241,Old High German,1546,zwirōr,StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-380-192-7,oldh1241,Old High German,1546,zwirort,StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-380-192-9,oldh1241,Old High German,1546,and(e)ra-stunt,StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-380-192-11,oldh1241,Old High German,1546,anderēst,StandardOrth,two times,buck1949;schuetzeichel1989,,,
13-370-192-1,oldh1241,Old High German,1888,[par~pār],StandardOrth,pair,buck1949;schuetzeichel1989,From Latin 'par'.,,
13-360-192-1,oldh1241,Old High German,1384,ander,StandardOrth,second,buck1949;schuetzeichel1989,,,
13-350-192-1,oldh1241,Old High German,1529,lez(z)isto,StandardOrth,last,buck1949;schuetzeichel1989,,,
13-350-192-3,oldh1241,Old High German,1529,aft(e)rōsto,StandardOrth,last,buck1949;schuetzeichel1989,,,
13-340-192-1,oldh1241,Old High German,728,furisto,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-3,oldh1241,Old High German,728,ēriro,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-5,oldh1241,Old High German,728,ēristo,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-7,oldh1241,Old High German,728,fordaro,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-9,oldh1241,Old High German,728,ford(e)rōro,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-11,oldh1241,Old High German,728,hēristo,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-340-192-13,oldh1241,Old High German,728,fruosto,StandardOrth,first,buck1949;schuetzeichel1989,,,
13-330-192-1,oldh1241,Old High German,1580,ein(līh),StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-3,oldh1241,Old High German,1580,einīg(līh),StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-5,oldh1241,Old High German,1580,ein-luz(z)i,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-7,oldh1241,Old High German,1580,ein-falt,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-9,oldh1241,Old High German,1580,bar,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-11,oldh1241,Old High German,1580,ecc(o)rōdo,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-13,oldh1241,Old High German,1580,ekrodi~ekrōdi,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-15,oldh1241,Old High German,1580,ein(en),StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-17,oldh1241,Old High German,1580,ni-wāri,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-19,oldh1241,Old High German,1580,bar-līhho,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-21,oldh1241,Old High German,1580,zi-speri,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-23,oldh1241,Old High German,1580,dan(n)e,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-330-192-25,oldh1241,Old High German,1580,in rihti~in rihtī,StandardOrth,"alone, only",buck1949;schuetzeichel1989,,,
13-240-192-1,oldh1241,Old High German,816,halb,StandardOrth,half,buck1949;schuetzeichel1989,,,
13-240-192-3,oldh1241,Old High German,816,halftanōd,StandardOrth,half,buck1949;schuetzeichel1989,,,
13-230-192-1,oldh1241,Old High German,779,teil,StandardOrth,"part, piece",buck1949;schuetzeichel1989,,,
13-230-192-3,oldh1241,Old High German,779,stucki,StandardOrth,"part, piece",buck1949;schuetzeichel1989,,,
13-230-192-5,oldh1241,Old High German,779,brocco,StandardOrth,"part, piece",buck1949;schuetzeichel1989,,,
13-230-192-7,oldh1241,Old High German,779,snita,StandardOrth,"part, piece",buck1949;schuetzeichel1989,,,
13-220-192-1,oldh1241,Old High German,1624,ītal,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-220-192-3,oldh1241,Old High German,1624,lāre,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-220-192-5,oldh1241,Old High German,1624,ub(b)īg,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-220-192-7,oldh1241,Old High German,1624,wuosti,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-220-192-9,oldh1241,Old High German,1624,ōdi,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-220-192-11,oldh1241,Old High German,1624,zuomīg,StandardOrth,empty,buck1949;schuetzeichel1989,,,
13-210-192-1,oldh1241,Old High German,1429,fol(wāssan),StandardOrth,full,buck1949;schuetzeichel1989,,,
13-190-192-1,oldh1241,Old High German,2023,managī,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-3,oldh1241,Old High German,2023,heri(scaf),StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-5,oldh1241,Old High German,2023,wer-alt-menigī,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-7,oldh1241,Old High German,2023,folk,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-9,oldh1241,Old High German,2023,liut,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-11,oldh1241,Old High German,2023,fulli,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-13,oldh1241,Old High German,2023,folleg-lihhi,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-15,oldh1241,Old High German,2023,zala,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-190-192-17,oldh1241,Old High German,2023,gi-samani,StandardOrth,"multitude, crowd",buck1949;schuetzeichel1989,,,
13-181-192-1,oldh1241,Old High German,1241,sum(e),StandardOrth,some,buck1949;schuetzeichel1989,,,
13-181-192-3,oldh1241,Old High German,1241,suma-līh(he),StandardOrth,some,buck1949;schuetzeichel1989,,,
13-181-192-5,oldh1241,Old High German,1241,einīg,StandardOrth,some,buck1949;schuetzeichel1989,,,
13-181-192-7,oldh1241,Old High German,1241,ed(d)es((h)we)līh,StandardOrth,some,buck1949;schuetzeichel1989,,,
13-181-192-9,oldh1241,Old High German,1241,sih-we-līh,StandardOrth,some,buck1949;schuetzeichel1989,,,
13-181-192-11,oldh1241,Old High German,1241,(ete-waz),StandardOrth,some,buck1949;schuetzeichel1989,,,
13-170-192-1,oldh1241,Old High German,1242,un-manag,StandardOrth,"little (quantity), few",buck1949;schuetzeichel1989,,,
13-170-192-3,oldh1241,Old High German,1242,fao,StandardOrth,"little (quantity), few",buck1949;schuetzeichel1989,,,
13-170-192-5,oldh1241,Old High German,1242,luz(z)il,StandardOrth,"little (quantity), few",buck1949;schuetzeichel1989,,,
13-170-192-7,oldh1241,Old High German,1242,gōrag,StandardOrth,"little (quantity), few",buck1949;schuetzeichel1989,,,
13-170-192-9,oldh1241,Old High German,1242,wēnag,StandardOrth,"little (quantity), few",buck1949;schuetzeichel1989,,,
13-180-192-1,oldh1241,Old High German,1881,gi-nuog(i),StandardOrth,enough,buck1949;schuetzeichel1989,,,
13-180-192-3,oldh1241,Old High German,1881,follūn,StandardOrth,enough,buck1949;schuetzeichel1989,,,
13-160-192-1,oldh1241,Old High German,1992,mēro,StandardOrth,more,buck1949;schuetzeichel1989,,,
13-160-192-3,oldh1241,Old High German,1992,furiro,StandardOrth,more,buck1949;schuetzeichel1989,,,
13-160-192-5,oldh1241,Old High German,1992,manageron,StandardOrth,more,buck1949;schuetzeichel1989,,,
13-160-192-7,oldh1241,Old High German,1992,(diu) halt,StandardOrth,more,buck1949;schuetzeichel1989,,,
13-150-192-1,oldh1241,Old High German,1198,filu,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-3,oldh1241,Old High German,1198,manag(falt(e)),StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-5,oldh1241,Old High German,1198,manag-sam,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-7,oldh1241,Old High German,1198,mih(h)il,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-9,oldh1241,Old High German,1198,gi-nuog(i),StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-11,oldh1241,Old High German,1198,harto,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-13,oldh1241,Old High German,1198,ferro,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
13-150-192-15,oldh1241,Old High German,1198,manageron,StandardOrth,"much, many",buck1949;schuetzeichel1989,,,
