entry_id	trans_english	Nung-Lazhai_Phonemic
21.47	perjury	ca:ŋ.6 tɨk.7 pja.1; pu.4 tɨk.7 pja.1
21.51	steal	tɨk.7 pja.1
21.52	thief	swe:t.7
22.11	religion	ca:k.8 swe:t.7; mai.1 swe:t.7
22.12	God	mu:ŋ.4; zwe.1
22.13	temple, church	jɨ.1 pja.1
22.14	altar	tɨk.7 ńan.1
22.15	sacrifice, offering	ca:ŋ.6 tɨk.7 ńan.1; pu.4 tɨk.7 ńan.1
22.16	worship	ńiŋ.2; pat.8
22.17	pray	li:u.2
22.18	priest	ńiŋ.2 be:u.5 kwa.5; pat.8 be:u.5 kwa.5
22.19	holy, sacred	kum.2 lom.5; mu:ŋ.4 kjo:m.4
22.22	preach	da.1 kum.2 lom.5
22.23	bless	fa:p.7; fa.6 lwi.6
22.24	curse	koŋ.1 ta:ŋ.2; fa.6 jwe:n.4
22.26	fast (vb)	pu:n.5
22.31	heaven	sim.3 pu:n.5
22.32	hell	fa.6 ko:n.5
22.35	demon (evil spirit)	pu.4 ka:u.5
22.37	idol	pu.4 te:ŋ.1 ka:u.5
22.42	magic, witchcraft, sorcery	pu.4 ku.4 ciŋ.5
22.43	sorcerer, witch	ka:u.5
22.44	fairy, elf	nau.2; ka:ŋ.3
22.45	ghost, phantom	mi.2 cu:i.4
22.47	omen, portent	i.1 mi.2 cu:i.4
	fa:t.7
	fa:t.7 ci:n.2
	la:u.2; la:u.2 fu:ŋ.2
	mau.2 ka.3
	toŋ.1 kje:n.5
	kam.6 me.6 bɨk.7; ka:u.6 me.6 bɨk.7
	cu:ŋ.5 fi.2; co.5 fi.2
	ku.4 ciŋ.5 kja.1
	ku.4 cak.8
	pu:k.7 lo.6
	cak.8
	cuŋ.5 kja:u.4
	kɨn.2 bun.1
	kja:u.6 ta:ŋ.6
	ji:ŋ.1 wa.3
	ka.6 taŋ.1
	coŋ.2 pa:i.5
	mu.4 sɨ.5
	sin.6 sin.4
	ka:ŋ.3 ta:u.6
	mi:ŋ.1
	kɨn.1 ca:i.1
	ti:n.1 ta:ŋ.2
	ti.6 ńok.8
	fa:ŋ.2 za.5
	tu.2 ju.1
	fu.2
	koŋ.1 ja.2; na:i.6 ja.2; la:u.4 ja.2; ja.2
	fa:ŋ.2 ciŋ.1; ciŋ.1 liŋ.2
	fa:ŋ.1 kwa:i.5; fa:ŋ.2 wan.1 zɨ:i.1
