entry_id	trans_english	Wai_Wai_Phonemic
12.48	south	suuru
12.53	grow	∅-Φor̃mam-∅
12.54	measure	yu-kukno-ma-čo
12.541	span, fathom	
12.55	large, big	Φorinme; Φorin
12.56	small, little	wahra; wahray
12.57	long	kaw; ehyatkaw
12.58	tall	kaw
12.59	short	kaw-ra
12.61	wide, broad	t-amta-ke
12.62	narrow	akwe-ra
12.63	thick (in dimension)	yahčo-me
12.65	thin (in dimension)	pana-pe
12.67	deep	weyun-me
12.68	shallow	pana-pe
12.71	flat	t-papak-ye
12.73	straight	pataw; čeče-pe
12.74	crooked	
12.75	hook	
12.76	corner	ek-nu
12.77	cross	t-panaš-ke-m
12.78	square	
12.81	round	t-amno-ɲe
12.82	circle	
12.83	sphere, ball	emtho
12.84	line	
12.85	hole	ewta-rɨ
12.92	like, similar	... + wa
12.93	change	anarme čirko
13.0	zero, nothing	
13.1	one	čewɲe
13.2	two	
13.3	three	
13.4	four	
13.5	five	
13.6	six	
13.7	seven	
13.8	eight	
13.9	nine	
13.10	ten	
13.101	eleven	
13.102	twelve	
13.103	fifteen	
13.104	twenty	
13.105	hundred	
13.106	thousand	
13.107	count	yu-kukno-ma-kɨ
13.14	every, all	ahnoro
13.15	much, many	mer̃Φora
13.16	more	... + ɲhe
13.17	little (quantity), few	asakɨ makɨ
13.18	enough	ɲeeši
13.181	some	
13.19	multitude, crowd	mer̃Φono Φɨn tooto
13.21	full	čoΦoyi
13.22	empty	yarɨ-hra
13.23	part, piece	yɨ-račo-nhɨrɨ
13.24	half	
13.33	alone, only	čewɲe makɨ
13.34	first	yihči-rɨ
13.35	last	maΦi-taw
13.36	second	...-ɨnhɨrɨ
13.37	pair	asakɨ
13.38	two times	asakɨ ro
13.42	third	...-ɨnhɨrɨ
13.44	three times	osorwaw ro
14.11	time	
14.12	age	ewru-toΦo-nhɨrɨ
14.13	new	yašan
14.14	young	kɨɨrɨ mren
14.15	old	
14.16	early	Φahšaša-ro
14.17	late	kokoɲi
14.18	now	oroto
14.19	immediately	oroto rma
14.21	swift, fast, quick	yohno
14.22	slow	yamoro
14.23	hasten, hurry	yohno
14.24	retard, delay	ečmam-ra
14.25	begin, beginning	yihčirɨ me
14.252	last, endure	yɨ-nɨm-ko
14.26	end (temporal)	ɲeeši
14.27	finish	... + -tɨhka
14.28	cease, stop	kɨ-tɨtmam-∅
14.29	ready	
14.31	always	iime roro
14.32	often	emaΦona
14.33	sometimes	amɲe ša so
14.331	soon	yohno
14.332	long-time (for a)	Φahkɨ
14.34	never	... + ... + ro makɨ
14.35	again	... + ša hara
14.41	day	enmarɨ
14.42	night	kosope
14.43	dawn	enmarɨ
14.44	morning	Φahšaša-ro
14.45	noon, midday	kamarakataw
14.451	afternoon	wow kaši
14.46	evening	kokoɲi
14.47	today	oroto
14.48	tomorrow	Φahšaša
14.481	day-after-tomorrow	mɨk ha mehšan Φo
14.49	yesterday	kokoɲoro
14.491	day-before-yesterday	
14.51	hour	--
14.53	clock, timepiece	kaamo kuknon
14.61	week	čewɲe [sunti]
14.62	Sunday	
14.63	Monday	
14.64	Tuesday	
14.65	Wednesday	
14.66	Thursday	
14.67	Friday	
14.68	Saturday	
14.71	month	nuuɲi
14.73	year	čimɲiΦu
14.74	winter	--
14.75	spring	--
14.76	summer	--
14.77	autumn	--
14.78	season	... + -toΦo/čho + me
15.21	smell (vb intrans)	∅-koto-wa-sɨ
15.212	sniff	w-esunku-∅
15.22	smell (vb trans)	--
15.25	fragrant, good smelling	t-Φoš-we
15.26	stinking, bad smelling	∅-koto-wa-sɨ
15.31	taste	
15.35	sweet	tɨ-kΦo-re
15.36	salty	yɨmɨtɨ keɲe
15.37	bitter	čɨmɨkɨ
15.38	acid, sour	kawawaΦe
15.39	brackish	
15.41	hear	w-enta-∅
15.42	listen	w-enta-∅
15.44	sound, noise	
15.45	loud	k-ΦanaΦičke-∅
15.46	quiet, silence	tɨtkeɲe
15.51	see	enɨ-hra
15.52	look, look at	en-ko
15.55	show	en-Φo-ko
15.56	shine	wey-Φo-ko
15.57	bright	k-ewkaran-Φe-∅
15.61	color	--
15.62	light (in color)	--
15.63	dark (in color)	--
15.64	white	tu-mut-we
15.65	black	či-čwi-ye
15.66	red	ču-ču-re
15.67	blue	tɨ-swa-y
15.68	green	tu-škukuyu-re
15.69	yellow	tɨ-šewe-ke
15.71	touch	aΦe-ko
15.712	pinch	yɨ-Φɨtɨka-ra
15.72	feel	
15.74	hard	čeyΦu
15.75	soft	čukmaΦe
15.76	rough	tu-turu-y
15.77	smooth	t-memese
15.78	sharp	t-Φot-ke
15.79	blunt, dull	
15.81	heavy	n-awsɨ-na-sɨ
15.82	light (in weight)	t-aΦonuk-ye
15.83	wet, damp	tukre
15.84	dry	turΦe
15.85	hot	očoro
15.851	warm	
15.86	cold	t-wot-me
15.87	clean	yu-smu-m-ra
15.88	dirty, soiled	tu-smu-y
15.89	wrinkled	
16.11	soul, spirit	ekatɨ
16.15	surprised, astonished	oy-ekat-ka
16.18	good fortune, luck	č-ekaymo-re
16.19	misfortune, bad luck	ekaymo-ra
16.23	joyful, glad, happy	t-ahwo-re; tawake
16.25	laugh	ewre-ra
16.251	smile	
16.26	play	es-emaɲiΦɨ-ra
16.27	love	yiiše wasɨ
16.29	kiss	w-ewčok-e-sɨ
16.3	embrace	yɨ-Φɨmɨ-mi-ko
16.31	pain	erew-ra
16.32	grief, sorrow, sadness	ahwo-ra
16.33	anxiety, worry	Φonaro + ... +
16.34	regret, be sorry	kičičme weeši
16.35	pity	aΦɨnɨn yaw wasɨ
16.37	cry, weep	yɨ-wrata-ra
16.38	tear (noun)	∅-ewyok-rɨ
16.39	groan	č-emkutu-ɲe
16.41	hate	yiišera ro mak nasɨ
16.42	anger	nɨ-rwo-na-sɨ
16.44	envy, jealousy	yi-kinɨ-m-ra
16.45	shame (noun)	yɨ-hyaΦam-ra
16.48	proud	ehčo-yoΦo-nka-ra
16.51	dare	yu-kuru-n-ka-kɨ
16.52	brave	erasɨ-n
16.53	fear, fright	
16.54	danger	... + -rɨ + yaro + ...
16.62	desire, want	yii-še w-∅-a-sɨ
16.622	choose	meɲeka-kɨ
16.63	hope	
16.65	faithful	es-emɨkno-n
16.66	true	yaaro
16.67	lie, tell lies	∅-čemaro-n-wa-∅
16.68	deceit	kɨ-čemaro-n
16.69	forgive	wɨ-hčamno-ya-sɨ
16.71	good	kir̃waɲhe
16.72	bad	kičičme
16.73	right, correct	t-akɨh-so
16.74	wrong	akΦɨ-ra
16.76	fault	
16.77	mistake, error	
16.78	blame	a-Φona wi-ir̃-a-sɨ
16.79	praise	
16.81	beautiful	č-en-Φo-re-m
16.82	ugly	eeΦata-Φo-ra
16.83	greedy	
16.84	clever	yaana
17.11	mind	k-es-ehtɨno-toΦo
17.13	think (= reflect)	
17.14	think (= be of the opinion)	wɨ-htɨno-ya-sɨ
17.15	believe	owewetko
17.16	understand	enta-ra
17.17	know	w-eeɲa-sɨ
17.171	guess	wɨɨkesɨ makɨ
17.172	imitate	yu-kukma-kɨ
17.18	seem	ero wara nasɨ
17.19	idea, notion	
17.21	wise	t-akɨh-so yɨ-htɨno-ɲe
17.22	foolish, stupid	akΦɨ-ra yɨ-htɨno-ɲe
17.23	insane, crazy	nɨ-mta-waymam-ya
17.24	learn	k-e-hčam-hok-e-sɨ
17.242	study	
17.25	teach	
17.26	pupil	yɨ-n-Φana-ta-nmek-rɨ
17.27	teacher	o-Φana-ta-nmek-ɲe
17.28	school	Φana-ta-nmek-no ri-toΦo
17.31	remember	yɨ-hčamnoΦɨ-ra es-ko
17.32	forget	wɨ-hčam-noΦu
17.34	clear, plain	sara nɨɨ-ka ow-ya
17.35	obscure	w-enta-Φorma
17.36	secret	eɲeΦa me ɲi-ir̃-a
17.37	sure, certain	k-mok-ya-sɨ wa ha
17.38	explain	ke
17.41	intention, purpose	wa
17.42	cause	-re
17.43	doubt	k-anwek-ya-sɨ
17.44	suspect	
17.441	betray	
17.45	need, necessity	yiiše thakwa w-a-si
17.46	easy	aΦehčeme
17.47	difficult	č-ehɲa-ši wi-ir-e
17.48	try, attempt	wu-kukm-e-sɨ makɨ
17.49	way, manner	ero wa kas-ko
17.51	and	marha
17.52	because	ero wara eši-rɨ ke
17.53	if	tan aw-eši-taw
17.54	or	katɨ
17.55	yes, affirmative	nhnk
17.56	no, negative	Φɨra
17.61	how?	ahče wa
17.62	how many?	atararo
17.63	how much?	atɨ wičakɨ
17.64	what?	ahče
17.65	when?	ahče-maw
17.66	where?	ahto
17.67	which?	atɨ; ahtono
17.68	who?	onoke
17.69	why?	ahče kačho
18.11	voice	oy-eše
18.12	sing	e-wano-ma-kɨ
18.13	shout, cry out	emtaraka-kɨ
18.15	whisper	ehtura kas-ko
18.16	mumble	
18.17	whistle	kokoko kas-ko
18.18	shriek, screech	emtaraka-kɨ
18.19	howl	waw kaɲe
18.21	speak, talk	a-mtaΦo-ta-kɨ
18.211	stutter, stammer	
18.22	say	kas-ko
18.221	tell story	
18.222	speech (make a)	
18.23	silent (be)	a-tɨtmam-ko
18.24	language	yɨ-mtaΦo-ta-rɨ komo
18.26	word	yɨ-mtaΦo-ta-čho
18.28	name	oy-osotɨ
18.31	ask (question, inquire)	noro entakɨ
18.32	answer	eyuh-ko
18.33	admit, confess	ekatɨm-ko
18.34	deny	anwe-ko
18.35	ask, request	w-aΦonuk-ya-sɨ
18.36	promise	
18.37	refuse	anwe-ko
18.38	forbid	
18.39	rebuke, scold	ey-ko
18.41	call (=summon)	aɲih-ko
18.42	call (=name)	oso-hto-ko
18.43	announce	
18.44	threaten	
18.45	boast	ehčo-yoΦonka-ra
18.51	write	mewre-ko
18.52	read	[karita] en-ko
18.56	paper	[karita]
18.57	pen	[karita] mewre-toΦo
18.61	book	[karita]
18.67	poet	
18.71	flute	raatɨ
18.72	drum	samaΦora
18.73	horn, trumpet	raatɨ
18.74	rattle	maraka
19.11	country	
19.12	one's native country	
19.15	city, town	ewto ymo
19.16	village	ewto
19.17	boundary	wokΦa
19.21	people (populace)	tooto
19.23	tribe, clan	o-Φoyi-no
19.24	chief, chieftain	kayaritomo
19.25	staff, walking stick	amoyi
19.31	rule, govern	k-antoma-ɲe
19.32	king, ruler	--
19.33	queen	--
19.36	noble, nobleman	
19.37	citizen, subject	maywe-n
19.41	master	k-antoma-ɲe
19.42	slave	
19.43	servant	oy-anto-n
19.44	freeman	
19.45	command, order	antoma-kɨ
19.46	obey	ewet-ko
19.47	let, permit	
19.51	friend, companion	oy-akro-no
19.52	enemy	oo-šatɨ Φɨn
19.54	neighbor	o-mɨtwo-no
19.55	stranger	o-ɲenɨ-thoΦɨn
19.56	guest	o-n-aɲikɨ-tho
19.57	host	wok mɨtɨn
19.58	help, aid	ow akro-no-ma-kɨ
19.59	hinder, prevent	
19.61	custom	
19.62	strife, quarrel	et-Φoko n-a-še
19.63	conspiracy, plot	ɲ-es-enč-e-še
19.65	meet	ɲ-es-enmek-ya-še
19.72	prostitute	tweeno-Φɨn
20.11	fight (vb)	et-ar̃ma-ra
20.13	war, battle	et-ar̃ma-toΦo
20.14	peace	et-ar̃ma-ra
20.15	army	[sowtatu] komo
20.17	soldier	[sowtatu]; [soča]; [surati]
20.21	weapons, arms	o-kuru-n
20.22	club	watma
20.222	battle-ax	
20.23	sling	tooΦu y-ar̃ma-čho
20.24	bow	kraΦa
20.25	arrow	waywɨ
20.26	spear	raaΦu
20.27	sword	kačiΦara ymo
20.28	gun, cannon	arakaΦusa
20.31	armor (defensive)	
20.33	helmet	šaΦika
20.34	shield	k-ečeɲa-n
20.35	fortress	waača
20.36	tower	
20.41	victory	
20.42	defeat	
20.43	attack	yuu yuu kačho
20.44	defend	ow yu-kurun-Φe-ko
20.45	retreat	ɲ-emahči-čow
20.46	surrender	
20.47	captive, prisoner	
20.471	guard, sentinel	
20.48	booty, spoils	
20.49	ambush	waΦantaw n-a-še
20.51	fisherman	ootɨ yanɨmɲe
20.52	fishhook	kiiwi
20.53	fishing line	šaΦoΦo
20.54	fishnet	mɨɨye
20.55	fish trap	kamina; šiika
20.56	bait	karaΦa
20.61	hunt	k-es-etak-e-sɨ
20.62	shoot	wɨ-two
20.63	miss (target)	Φohči-w
20.64	trap (noun)	emči-no-toΦo
20.65	trap (vb)	w-emči-no-ya-sɨ
21.11	law	k-Φana-ta-nme-toΦo
21.15	court	
21.16	judge (vb)	w-eɲek-e-sɨ
21.17	judgment	
21.18	judge (noun)	eɲeka-no ri-ɲe
21.21	plaintiff	
21.22	defendant	
21.23	witness	enɨ-ɲe-nhɨrɨ
21.24	swear	
21.25	oath	
21.31	accuse	eɲeka-kɨ
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	
21.35	guilty	
21.36	innocent	kičič-me eši-hnɨ
21.37	penalty, punishment	eΦan-toΦo
21.38	fine	
21.39	prison, jail	k-ahru-toΦo
21.42	murder	waΦa-hto-toΦo
21.43	adultery	
21.44	rape	n-aaši
21.46	arson	
21.47	perjury	čemaro
21.51	steal	ɲeɲeΦana
21.52	thief	čeɲeΦaɲem
22.11	religion	
22.12	God	kaan
22.13	temple, church	kaan mɨn
22.14	altar	
22.15	sacrifice, offering	kaan ya tɨmsom
22.16	worship	
22.17	pray	
22.18	priest	
22.19	holy, sacred	kir̃wa-nɨ ro
22.22	preach	
22.23	bless	
22.24	curse	erem
22.26	fast (vb)	
22.31	heaven	kaaΦu
22.32	hell	wehto ymo
22.35	demon (evil spirit)	worokyam
22.37	idol	
22.42	magic, witchcraft, sorcery	erem-ka-čho
22.43	sorcerer, witch	yaskomo
22.44	fairy, elf	--
22.45	ghost, phantom	tooto yekatɨnho
22.47	omen, portent	
