entry_id	trans_english	Basque_Phonemic
12.2	beside	kʰã'tü-a-n; ũ'do-a-n
12.3	down, below	'pe-a-n
12.4	before	'lehen; aic̷i'ne-a-n
12.41	front	aic̷i'ne-a-n
12.5	inside, in	'barne-n
12.6	outside	[kã'po-a]-n
12.7	under	'pe-a-n
12.8	up, above	'gaɲ-en
12.11	place	['lekʰü]; 'güne
12.12	put	e'sari
12.13	sit	žar; tʸotʸo
12.14	lie down	'ec̷an
12.15	stand	'čüti
12.16	remain, stay	'egon
12.17	remains, left overs	'ũdar; [a'reṣta]
12.21	collect, gather	bil
12.212	pick up	bil
12.213	pile up	'atʰe
12.22	join, unite	['žü̃ta]; alga'reta
12.23	separate	be'heš; ['ṣepa]
12.232	divide	['pʰarti]; še'heka
12.24	open	'sabal
12.25	shut, close	['sera]
12.26	cover	['tʰapa]
12.27	hide, conceal	'gorde
12.31	high	'gora
12.32	low	'apʰal
12.33	top	'gaɲe; 'tʰini; ['pʰü̃ta]
12.34	bottom	'sola
12.35	end	'bürü; ['pʰü̃ta]
12.352	pointed	'soroc̷
12.353	edge	'baster
12.36	side	'ṣahec̷̣; 'alde
12.37	middle, center	'erdi
12.41	right (side)	eṣ'küɲ
12.42	left (side)	[iš'ker]
12.43	near (adv)	'hülʸan
12.44	far (adv)	'hürün
12.45	east	'ekʰi 'žeiki'gia
12.46	west	'ekʰi ṣar'gia
12.47	north	
12.48	south	
12.53	grow	'hãdi; ['pʰuṣa]
12.54	measure	[me'ẓüra]
12.541	span, fathom	
12.55	large, big	'lodi
12.56	small, little	'tʸipi
12.57	long	'lüse
12.58	tall	'hãdi
12.59	short	'lʸabür
12.61	wide, broad	'sabal
12.62	narrow	'herṣi
12.63	thick (in dimension)	'lodi
12.65	thin (in dimension)	['mẽhẽ]
12.67	deep	'barna
12.68	shallow	amiɲi bat 'barna
12.71	flat	'sabal; [plaɲ]
12.73	straight	'šüšen
12.74	crooked	'kõkor; 'kʰüpüc̷̣
12.75	hook	'kʰako
12.76	corner	'ṣoko; ['kʰãtü]
12.77	cross	[kʰü'rüče]
12.78	square	[ka'ratü]
12.81	round	bi'ribil; [rũt]
12.82	circle	[kür'kü]
12.83	sphere, ball	[ba'lu]
12.84	line	he'roka
12.85	hole	'silo
12.92	like, similar	be'sala; 'bardin; ü'düri
12.93	change	[kʰã'bia]
13.0	zero, nothing	hüc̷̣; deüṣ
13.1	one	bat
13.2	two	'biga
13.3	three	'hiru
13.4	four	lau
13.5	five	boṣt
13.6	six	[ṣei]
13.7	seven	'saspi
13.8	eight	'sorc̷i
13.9	nine	bede'rac̷ü
13.10	ten	'hamar
13.101	eleven	'ha'meka
13.102	twelve	hama'bi
13.103	fifteen	hama'boṣt
13.104	twenty	'hogei
13.105	hundred	'ehün
13.106	thousand	['mila]
13.107	count	['kʰũta]
13.14	every, all	'oro; den-a-k; 'güsi
13.15	much, many	'hanič; ['frãko]; [pa'keta]
13.16	more	ha'boro
13.17	little (quantity), few	'güti
13.18	enough	'aṣki
13.181	some	ami'ɲi bat ~ 'ĩkai bat
13.19	multitude, crowd	'ṣaldo; 'oste
13.21	full	be'tʰe-rik
13.22	empty	'hüc̷̣-ik
13.23	part, piece	['pʰarte]; 'pʰuṣka; ['buši]
13.24	half	'erdi
13.33	alone, only	'bera
13.34	first	'lehen
13.35	last	'asken
13.36	second	bige'ren
13.37	pair	['pare]
13.38	two times	be'ri-ta-n; bi 'aldi-s
13.42	third	hiruge'ren
13.44	three times	hi'ru-ta-n; 'hiru 'aldi-s
14.11	time	[dɛ̃'bora]; 'ordü
14.12	age	'adin
14.13	new	'beri
14.14	young	'gaste
14.15	old	'sahar
14.16	early	'gois-ik
14.17	late	be'rãt
14.18	now	'orai
14.19	immediately	a'rũt; 'orai 'be're-a-n
14.21	swift, fast, quick	'laṣter; 'salhe
14.22	slow	'barač
14.23	hasten, hurry	'salhe egin; 'salhe žun
14.24	retard, delay	be'rãt
14.25	begin, beginning	'hac̷̣are
14.252	last, endure	i'raüɲ
14.26	end (temporal)	ür'hɛ̃c̷e
14.27	finish	'ürhɛ̃t
14.28	cease, stop	ü'kʰüra
14.29	ready	[preṣt]
14.31	always	'betʰi
14.32	often	['üṣü]
14.33	sometimes	'sumait 'aldi-s
14.331	soon	'laṣter; bere'hala
14.332	long-time (for a)	'lüsa-s
14.34	never	[ṣe'küla]
14.35	again	o'rano
14.41	day	'egün
14.42	night	gai
14.43	dawn	ar'gic̷e
14.44	morning	gois
14.45	noon, midday	e'güerdi
14.451	afternoon	a'riṣti ~ a'reṣti
14.46	evening	a'rac̷̣; ül'hü̃c̷e
14.47	today	'egün
14.48	tomorrow	'bihar
14.481	day-after-tomorrow	'ec̷i
14.49	yesterday	'ac̷o
14.491	day-before-yesterday	here'negün
14.51	hour	'oren; [te'nore]
14.53	clock, timepiece	[ar'loža]; ['mũtra]
14.61	week	'aṣte
14.62	Sunday	'igãte
14.63	Monday	aṣte'lehen
14.64	Tuesday	aṣte'harte
14.65	Wednesday	aṣ'tisken
14.66	Thursday	oṣ'tegün
14.67	Friday	oṣ'tirale
14.68	Saturday	neṣke'negün
14.71	month	hila'bete
14.73	year	'urtʰe
14.74	winter	'negü
14.75	spring	be'dac̷̣
14.76	summer	'üda
14.77	autumn	la'rasken
14.78	season	[ṣa'ẓu]
15.21	smell (vb intrans)	ü'rinc̷a; 'ürin 'eman; 'ürin 'ükʰen
15.212	sniff	'üṣna
15.22	smell (vb trans)	['ṣɛ̃di]
15.25	fragrant, good smelling	'ürin hun
15.26	stinking, bad smelling	ü'rinc̷ü
15.31	taste	['čeṣte]
15.35	sweet	esti; [ṣükra]-'tü-rik
15.36	salty	'gasi
15.37	bitter	'kʰac̷̣
15.38	acid, sour	'mĩgar
15.39	brackish	'gasi
15.41	hear	'ɛ̃c̷ün
15.42	listen	be'ha
15.44	sound, noise	he'roc̷̣
15.45	loud	he'roc̷̣ü; he'roṣdün
15.46	quiet, silence	'ãple; išil'tarsün
15.51	see	'ikʰuṣ
15.52	look, look at	ṣo 'egin
15.55	show	'irakuṣ
15.56	shine	'argi
15.57	bright	'argi
15.61	color	[ko'lore]
15.62	light (in color)	'argi
15.63	dark (in color)	'ülhün
15.64	white	'šuri
15.65	black	belc̷
15.66	red	'gori
15.67	blue	[blü]
15.68	green	['berde]
15.69	yellow	'holʸi
15.71	touch	'hũki
15.712	pinch	či'mika
15.72	feel	['ṣɛ̃di]; 'aẓma
15.74	hard	'gogor
15.75	soft	'mardʸo
15.76	rough	lac̷
15.77	smooth	[leɲ]
15.78	sharp	'soroc̷
15.79	blunt, dull	'lãpʰüc̷
15.81	heavy	['pʰesü]
15.82	light (in weight)	'ahin
15.83	wet, damp	['ümi]
15.84	dry	'idor
15.85	hot	'bero
15.851	warm	'epʰel
15.86	cold	'hoc̷
15.87	clean	'šãhü
15.88	dirty, soiled	'sikʰin; 'tʰeü ~ 'tʰeiü
15.89	wrinkled	'c̷imal
16.11	soul, spirit	[a'rima]
16.15	surprised, astonished	[eṣtona]-'tü-rik; ac̷a'man-ik
16.18	good fortune, luck	['sortʰe] 'hun ~ ['šãc̷a] 'hun
16.19	misfortune, bad luck	['sortʰe] 'čar; [ma'lür]; [deṣ'torde]
16.23	joyful, glad, happy	[ala'gera]; ['iruṣ]; ['boc̷]-ik
16.25	laugh	['eri] 'egin
16.251	smile	['eri] 'tʸipi 'egin; [eri]'ɲi 'egin
16.26	play	čoṣ'taka; [li'berti]
16.27	love	'maite
16.29	kiss	pot 'eman
16.3	embrace	be'ṣarka
16.31	pain	min; [do'lore]; mi'mi
16.32	grief, sorrow, sadness	['pʰena]; [ša'gri]
16.33	anxiety, worry	arɛ̃'küra
16.34	regret, be sorry	['dolü]
16.35	pity	do'lümen
16.37	cry, weep	'nigar 'egin
16.38	tear (noun)	'nigar
16.39	groan	[murmu'si]ka
16.41	hate	'hera; [male'sia]
16.42	anger	[ko'lera]; 'kʰešü
16.44	envy, jealousy	bekʰaš'teria
16.45	shame (noun)	ã'hãlke
16.48	proud	[fier]; [ür'gülʸü]
16.51	dare	[au'ẓart]
16.52	brave	[kua'ẓuṣ]
16.53	fear, fright	'loc̷̣a; lar'delʸa; hari'düra
16.54	danger	[lã'dže]
16.62	desire, want	'nahi
16.622	choose	'haita
16.63	hope	[eṣ'pãča]
16.65	faithful	[le'ial]; [fi'del]
16.66	true	'egia
16.67	lie, tell lies	'gesür 'eran
16.68	deceit	[deṣuneṣ] ke'ria
16.69	forgive	['pʰarka]
16.71	good	hun
16.72	bad	'gaišto
16.73	right, correct	'šüšen; ['žüṣto]
16.74	wrong	'okʰer
16.76	fault	'ogen; ['falta]
16.77	mistake, error	hüc̷̣; ['falta]
16.78	blame	[meṣ'peču]
16.79	praise	[lai'dorio]
16.81	beautiful	'eder; 'eižer
16.82	ugly	i'c̷̣uṣi
16.83	greedy	[gor'mãt]; hun'koi
16.84	clever	[ĩteli'džɛ̃t]; [a'bil]; bürü'hun
17.11	mind	[pʰɛ̃ča'mɛtü]; 'gogo
17.13	think (= reflect)	['pʰɛ̃ča]
17.14	think (= be of the opinion)	'uṣte 'ükʰen
17.15	believe	'ṣinec̷̣
17.16	understand	[ɛ̃tʰe'lega]; [kũ'preni]
17.17	know	'žakin
17.171	guess	'aẓma; ['pʰɛ̃ča]
17.172	imitate	ĩhĩ'kišta
17.18	seem	ü'düri
17.19	idea, notion	[i'dea ~ i'deia]; 'gogo
17.21	wise	ža'kinc̷ü
17.22	foolish, stupid	'aṣto; deṣa'pɛ̃t; 'soso; pe'lʸot
17.23	insane, crazy	'erc̷o; [me'nüṣ]
17.24	learn	'ikʰaṣ
17.242	study	'ikʰaṣ
17.25	teach	i'rakʰaṣ; i'rakʰuṣ
17.26	pupil	i'kʰaṣle
17.27	teacher	ira'kʰaṣle; [profe'sür]; [ere'žɛ̃t]
17.28	school	[eṣ'kola]
17.31	remember	'ohit ~ 'ohart
17.32	forget	'ãhãc̷
17.34	clear, plain	'argi; [klar]
17.35	obscure	'ülhün
17.36	secret	[ṣe'gretü]
17.37	sure, certain	['ṣegür]
17.38	explain	[eṣ'plika]; [ɛ̃tʰelega]'rasi
17.41	intention, purpose	[büt]; 'šede
17.42	cause	['kauẓa]
17.43	doubt	['düda]
17.44	suspect	'aṣma; že'loṣ
17.441	betray	'kʰodi; ['tradi]
17.45	need, necessity	beha'rüne
17.46	easy	['aiẓa]
17.47	difficult	gaic̷
17.48	try, attempt	[eṣ'prabi]; [i'ṣea]
17.49	way, manner	[ma'nera]; ['mulde]
17.51	and	'eta
17.52	because	sere'n-eta; beit-
17.53	if	ba-; ba'lĩba-
17.54	or	'edo; 'ala
17.55	yes, affirmative	bai; ba'iec̷
17.56	no, negative	es; e'sec̷
17.61	how?	'nula
17.62	how many?	su'mat
17.63	how much?	su'mat
17.64	what?	ser
17.65	when?	nuis
17.66	where?	nun
17.67	which?	suɲ
17.68	who?	nur
17.69	why?	serɛ̃'tako ~ ser'tako
18.11	voice	[boc̷]
18.12	sing	['kʰãta]
18.13	shout, cry out	oi'hegin
18.15	whisper	kü'šelü-s 'ari; ãhã'pe-ti 'mĩc̷o
18.16	mumble	[murmu'sika]
18.17	whistle	hüš'tüla
18.18	shriek, screech	'o'rua-s 'ari ~ a'rãba-s 'ari
18.19	howl	
18.21	speak, talk	'mĩc̷o; el'heṣta
18.211	stutter, stammer	ü'kʰo ba't-eki 'mĩc̷o; 'motʰel
18.22	say	'eran
18.221	tell story	['kʰũta]
18.222	speech (make a)	mĩ'c̷aldi; mĩ'c̷aldi bat 'egin
18.23	silent (be)	'išil
18.24	language	mĩ'c̷aže; [lɛ̃'guaže]
18.26	word	hic̷; el'he
18.28	name	'isen
18.31	ask (question, inquire)	'galtʰa
18.32	answer	ĩ'hardec̷̣; [arapoṣ'tü-a-n] 'eman
18.33	admit, confess	'hunhar; 'aitʰor
18.34	deny	'ükʰa
18.35	ask, request	'galtʰa
18.36	promise	hi'c̷aman ~ hi'c̷eman
18.37	refuse	[ere'füẓa]; es 'hunhar
18.38	forbid	[de'fɛ̃da]
18.39	rebuke, scold	gais'ki-a-k 'eran; 'kʰeṣa
18.41	call (=summon)	deitʰ
18.42	call (=name)	deitʰ
18.43	announce	[a'nũc̷a]; žakin-a'rasi
18.44	threaten	[mẽ'hãṣta]
18.45	boast	[eṣ'pãtü]-s 'ari
18.51	write	[iski'riba]
18.52	read	'rakur
18.56	paper	[pa'pe]
18.57	pen	['lüma]
18.61	book	['librü]
18.67	poet	[kobla]'kari
18.71	flute	čü'lüla
18.72	drum	[ta'bal]
18.73	horn, trumpet	'adar; [trũ'peta]; tüt
18.74	rattle	ka'lʸaka
19.11	country	'heri
19.12	one's native country	ṣor'tʰeri
19.15	city, town	'hiri
19.16	village	'heri
19.17	boundary	['müga]
19.21	people (populace)	['žɛ̃te]; [po'pülü]
19.23	tribe, clan	'eia
19.24	chief, chieftain	bürü'sagi; 'nauṣi
19.25	staff, walking stick	ma'kʰila; ['kʰana]
19.31	rule, govern	[go'berna]
19.32	king, ruler	[e'rege]
19.33	queen	[ere'giɲa]
19.36	noble, nobleman	['nuble]; ai'tuen'ṣeme
19.37	citizen, subject	hiri'tar; eṣkü-'pe-ko
19.41	master	'nauṣi
19.42	slave	[eṣ'klabo]
19.43	servant	'mitʰil; miš'kãdi; neṣ'kato
19.44	freeman	'gison
19.45	command, order	['manha]
19.46	obey	[o'bedi]; 'ṣinhec̷̣
19.47	let, permit	[per'meti]; 'üc̷i
19.51	friend, companion	adiṣ'kide; 'lagün
19.52	enemy	e'c̷̣ai
19.54	neighbor	'aiso
19.55	stranger	'aroc̷
19.56	guest	[kʰümi'ta]-tü
19.57	host	[eresebi]'sale
19.58	help, aid	'lagü̃t
19.59	hinder, prevent	[e'pʰãča]
19.61	custom	[koṣ'tüma]; [ü'ẓãča]
19.62	strife, quarrel	bo'roka; gü'düka; bil'haška; ã'hãra
19.63	conspiracy, plot	[kõ'plot]
19.65	meet	[ere'kũtra]
19.72	prostitute	['püta]; ur'daɲa
20.11	fight (vb)	bo'roka; bil'haṣka
20.13	war, battle	['gerla]; [ba'talʸa]
20.14	peace	['bake]
20.15	army	[ar'mada]
20.17	soldier	[ṣol'dado]
20.21	weapons, arms	['arma]
20.22	club	
20.222	battle-ax	
20.23	sling	['frũda]
20.24	bow	['arkü]
20.25	arrow	['fleša]
20.26	spear	
20.27	sword	[es'pata]
20.28	gun, cannon	[fü'ẓülʸ]; [ka'nu]
20.31	armor (defensive)	[arma'düra]
20.33	helmet	['kaṣka]
20.34	shield	
20.35	fortress	[gas'telü]
20.36	tower	['tʰore]
20.41	victory	ira'baste; [bi'toria]
20.42	defeat	'galc̷e
20.43	attack	[a'taki]
20.44	defend	[de'fɛ̃da]
20.45	retreat	[es'kapa]; ĩ'heṣ žun
20.46	surrender	['sedi]
20.47	captive, prisoner	[preẓu'ne]
20.471	guard, sentinel	begi'ari
20.48	booty, spoils	
20.49	ambush	
20.51	fisherman	arã'c̷ale
20.52	fishhook	[ame'su]
20.53	fishing line	['amü]
20.54	fishnet	[arama'hãka]
20.55	fish trap	[ber'tol]
20.56	bait	
20.61	hunt	ĩhis'teka
20.62	shoot	['tʰira]; [fü'ẓilʸa]; [ti'ro]ka
20.63	miss (target)	['mãka]
20.64	trap (noun)	['sepʰo]; še'dera
20.65	trap (vb)	[se'pʰo]-a-n a'c̷aman
21.11	law	['lege]
21.15	court	
21.16	judge (vb)	['žüža]
21.17	judgment	[žüža'mɛ̃]-tü
21.18	judge (noun)	['žüže]
21.21	plaintiff	[plaɲü]'sale
21.22	defendant	[akü'ẓa]tü
21.23	witness	ža'kile
21.24	swear	['žüra]; sin 'egin
21.25	oath	sin
21.31	accuse	[a'küẓa]; 'ṣalha
21.32	condemn	[kũ'dena]
21.33	convict (vb)	
21.34	acquit	'šuri; ['libra]
21.35	guilty	ogɛ̃'dãt
21.36	innocent	[ino'sɛ̃t]; 'ogen 'gabe
21.37	penalty, punishment	[püni'sione]
21.38	fine	[a'mãda]; [ber'bal]
21.39	prison, jail	[preẓõ]'tegi
21.42	murder	e'haite
21.43	adultery	
21.44	rape	[bor'ča]c̷e
21.46	arson	ṣü'haka
21.47	perjury	sin ['falčü]
21.51	steal	'ebac̷̣
21.52	thief	e'baṣle; u'huɲ
22.11	religion	[ereli'žione]
22.12	God	'žĩko
22.13	temple, church	[e'lisa]
22.14	altar	[al'tʰare]
22.15	sacrifice, offering	[sakri'fisio]; eṣ'kɛ̃c̷e
22.16	worship	[a'dora]
22.17	pray	o'tʰois; [o'sione] 'eran
22.18	priest	[a'pʰes]; [ere'to]
22.19	holy, sacred	[ṣa'kra]-tü; ['ṣaɲ]-tü
22.22	preach	[pʰere'dika]
22.23	bless	[bene'dika]
22.24	curse	[ma'dika]
22.26	fast (vb)	'baru 'egin
22.31	heaven	['selü]
22.32	hell	[ĩ'fernü]
22.35	demon (evil spirit)	['debrü]; [mũ'tʸot]
22.37	idol	
22.42	magic, witchcraft, sorcery	belhagile'keria ~ belhagile'goa
22.43	sorcerer, witch	belha'gile
22.44	fairy, elf	la'miɲa
22.45	ghost, phantom	['kʰürṣo]; bar'bau
22.47	omen, portent	
