entry_id	trans_english	Shan_Dialect_Northern_Shan_Phonemic
16.51	dare	ho:.3 mə:ŋ.1 saɨ.3; mə:ŋ.1 ca.5 ha:.3 lɛ:ŋ.1
16.52	brave	ka:ŋ.3 naɨ.3
16.53	fear, fright	ka:ŋ.3 wan.1 te:ŋ.4; wan.1 te:ŋ.4
16.54	danger	wa:j.1 wan.1; wan.1 ca:j.5
16.62	desire, want	ta:m.1 kham.4; ho:.3 kham.4
16.622	choose	mə:.4 naj.5
16.63	hope	mə:.4 phuk.4
16.65	faithful	mə:.4 hɨ:.1
16.66	true	mə:.4 wa:.1
16.67	lie, tell lies	mə:.4 sɨn.1
16.68	deceit	co:.4 moŋ.1
16.69	forgive	mɔ:ŋ.1; na:.2-li:.2; ja:m.1 moŋ.1
16.71	good	cet.1 wan.1; pa:t.4 nɨŋ.4
16.72	bad	wan.1 tit.4
16.73	right, correct	wan.1 can.3
16.74	wrong	wan.1 ʔa:ŋ.1-ka:n.1
16.76	fault	wan.1 put.5
16.77	mistake, error	wan.1 phat.1
16.78	blame	wan.1 suk.1
16.79	praise	wan.1 saw.3
16.81	beautiful	lə:n.3
16.82	ugly	pi:.3
16.83	greedy	kha:w.1 kat.1; khiŋ.2 kat.1
16.84	clever	ho:.3 phon.3
17.11	mind	kha:w.1 maj.4; khiŋ.2 maj.4
17.13	think (= reflect)	ja:m.1 phə:.3 maj.4 tok.1
17.14	think (= be of the opinion)	kha:w.1 hɛ:ŋ.4; khiŋ.2 hɛ:ŋ.4
17.15	believe	kha:w.1 phon.3; khiŋ.2 phon.3; kha:w.1 hɨ:.5
17.16	understand	kha:w.1; ja:.2-si:.2-ʔu:.5-tu:.5
17.17	know	laj.4 ʔa:j.3; ŋin.1 ʔa:j.3
17.171	guess	sut.2 ʔa:j.3
17.172	imitate	nom.3 ʔa:j.3
17.18	seem	hɔ:m.3
17.19	idea, notion	ʔa:j.3 tu:.2; ʔa:j.3 naw.4; ʔa:j.3 men.3
17.21	wise	cim.1
17.22	foolish, stupid	ca:ŋ.3; ʔam.2 wa:n.3
17.23	insane, crazy	wa:n.3
17.24	learn	cem.1 kə:.3
17.242	study	kho:m.3
17.25	teach	so:m.4; tha:t.4 (Pali) som.4
17.26	pupil	cem.1
17.27	teacher	ŋin.1
17.28	school	thɔ:m.2
17.31	remember	se:ŋ.3
17.32	forget	laŋ.3; pan.1
17.34	clear, plain	nim.3; je:n.3
17.35	obscure	han.3
17.36	secret	toj.1; toj.1 thɨŋ.3
17.37	sure, certain	nɛ:.3
17.38	explain	hə:.4
17.41	intention, purpose	lɛ:ŋ.1
17.42	cause	si:.3
17.43	doubt	si:.3 saw.4; si:.3 waw.1
17.44	suspect	si:.3 kam.2
17.441	betray	si:.3 kha:w.3; si:.3 phə:k.2
17.45	need, necessity	si:.3 lam.3
17.46	easy	si:.3 lɛ:ŋ.3
17.47	difficult	si:.3 sɔ:m.2
17.48	try, attempt	si:.3 khew.3
17.49	way, manner	si:.3 lə:ŋ.3
17.51	and	tə:.5
17.52	because	jak.1
17.53	if	jin.1; kam.1 toj.1
17.54	or	khɛ:ŋ.3; kɛ:n.2
17.55	yes, affirmative	ʔon.4; non.1
17.56	no, negative	ʔo:n.4; ʔɔ:n.2
17.61	how?	ca:.1
17.62	how many?	lə:m.4; mɨ:n.4; chɔ:.1
17.63	how much?	pha:j.3
17.64	what?	puk.1; thɨŋ.5; nɨk.1
17.65	when?	nak.1
17.66	where?	maw.3
17.67	which?	mɨk.1; jam.1
17.68	who?	hɛ:ŋ.4; hɛ:ŋ.4
17.69	why?	ta:k.2 hɛ:ŋ.4
18.11	voice	maj.4; lə:t.2
18.12	sing	ʔun.2
18.13	shout, cry out	kat.1; ke:ŋ.4 li:.3
18.15	whisper	cɨn.4 li:.3; mot.1 ca:ŋ.2; mot.1 saɨ.3
18.16	mumble	woj.2 haŋ.4; kə:.2
18.17	whistle	hu:.2 ham.1
18.18	shriek, screech	caɨ.3; khwa:n.3 ŋaw.1; phi:.3
18.19	howl	tok.1 caɨ.3; li:.3 ʔa:m.1; caɨ.3 tɨn.2
18.21	speak, talk	ka:m.2 li:.3; mi:.1 sun.2; mi:.1 ma:n.3
18.211	stutter, stammer	kɛ:n.3; ka:m.2 ʔam.2 li:.3
18.22	say	com.1; mo:n.4 sə:.1; piaw.2 mo:n.4
18.221	tell story	kho:.3
18.222	speech (make a)	jum.5
18.23	silent (be)	len.4; ʔen.4
18.24	language	hak.5
18.26	word	no:m.3; cup.2
18.28	name	kɔ:t.2
18.31	ask (question, inquire)	cep.1
18.32	answer	caɨ.3 lek.5; khɔ:.1 khom.3; khi:.3 caɨ.3; nɛ:ŋ.3 caɨ.3
18.33	admit, confess	maj.4 caɨ.3; suk.5 caɨ.3
18.34	deny	nɛ:ŋ.3 caɨ.3 khɨn.1; caɨ.3 ʔam.2 li:.3
18.35	ask, request	ʔi:.1-lu:.3; ʔe:.1-lu:.3
18.36	promise	hɔŋ.5 haj.4; haj.4
18.37	refuse	nam.5 ta:.3
18.38	forbid	kha:ŋ.1 cep.1
18.39	rebuke, scold	caŋ.1
18.41	call (=summon)	caɨ.3 lam.3; phit.1 caɨ.3
18.42	call (=name)	khɛ:n.3; khɔ:j.3
18.43	announce	lɔŋ.4 ʔä:ʔ.~; łɨ:.3 ʔa:j.3
18.44	threaten	sam.2; ho:.3 caɨ.3 phɛ:n.3 sun.3
18.45	boast	hat.1
18.51	write	khi:.4 ʔa:j.3; li:.3 ʔa:j.3
18.52	read	hat.1 ha:n.3
18.56	paper	ko:.3; hɛ:.3
18.57	pen	phe:.1
18.61	book	khaj.4; khaj.4 laj.4
18.67	poet	lə:k.4
18.71	flute	muŋ.4 mɔ:ŋ.1
18.72	drum	mi:.1 sɛt.5-ca:.2; mi:.1 ka-ti:.5
18.73	horn, trumpet	cɨ:.4 caɨ.4; mɛ:n.4 lɔŋ.4
18.74	rattle	lɛ:n.3 la:t.4; lɛ:n.3
19.11	country	liŋ.5 lɛ:n.3
19.12	one's native country	pɔ:j.2 wa:ŋ.1; khwa:ŋ.1 lɔ:t.4
19.15	city, town	li:.3
19.16	village	ca:.5
19.17	boundary	mɛ:n.4; cɨ:.4
19.21	people (populace)	phit.1
19.23	tribe, clan	lɔŋ.4 phit.1 pə:ŋ.4
19.24	chief, chieftain	phit.1 pə:n.4; ʔan.3 phit.1
19.25	staff, walking stick	sɛ.5 nɛ:.1; ta:ŋ.2 ʔa-pɛ:t.4
19.31	rule, govern	jɔ:ŋ.4 jɔ:.1
19.32	king, ruler	ha:ŋ.4 li:.3; ha:ŋ.4 ŋa:m.1
19.33	queen	ha:ŋ.4 ca:.5
19.36	noble, nobleman	lam.2 ma:k.4
19.37	citizen, subject	lak.1 lɛ:m.1
19.41	master	caɨ.3; ʔaw.3 saj.2 caɨ.3
19.42	slave	won.5; khaj.4 caɨ.3
19.43	servant	tha:ŋ.2
19.44	freeman	jum.2 jam.3
19.45	command, order	hu:.5 pɔŋ.2; pɔŋ.2 caɨ.3; khaw.4 caɨ.3
19.46	obey	hu:.5; hu:.5 cak.1
19.47	let, permit	la:m.1
19.51	friend, companion	jə:ŋ.4
19.52	enemy	mə:n.3 ha:ŋ.4
19.54	neighbor	lɔŋ.4 hu:.5 han.3
19.55	stranger	ta:ŋ.1 hu:.5 jaɨ.2; ta:ŋ.1 han.3 kwa:ŋ.4
19.56	guest	ŋə:.4 ŋa:.5; ŋə:.4
19.57	host	jɔŋ.2; caɨ.3 khaj.4 jɔŋ.2
19.58	help, aid	he:n.1
19.59	hinder, prevent	he:n.1 ʔaw.3
19.61	custom	sɔ:n.3 pan.3
19.62	strife, quarrel	phu:.4 he:n.1 lik.4; luk.4 he:n.1
19.63	conspiracy, plot	mɔ:.3 sɔ:n.3; khu:.1 sɔ:n.3
19.65	meet	ho:ŋ.1 he:n.1
19.72	prostitute	tɔ:ŋ.1; caɨ.3 thɨŋ.3; khuk.1 caɨ.3 laj.4
20.11	fight (vb)	lɨm.1
20.13	war, battle	cɨ:n.4 saɨ.3
20.14	peace	tɨ:n.4 tan.3
20.15	army	lɔŋ.4 lap.5 sə:ŋ.2
20.17	soldier	tɛ:.5; tɛ:.5 tɛ:.5; lap.5 lɔ:ŋ.1; tam.1 caɨ.3
20.21	weapons, arms	sap.1 lɛ:ŋ.1
20.22	club	ʔen.1 ʔa:n.1; lɔŋ.4 het.1 sa:ŋ.4
20.222	battle-ax	ŋaw.4 ha:k.4 lɔŋ.4 ta:ŋ.1
20.23	sling	ʔam.2 tam.1 caɨ.3
20.24	bow	tha:ŋ.2 thə:m.3; tha:ŋ.2 pə:ŋ.4
20.25	arrow	phɔ:k.4 sɛt.5-ca:.2; hak.1 laŋ.3 kan.3
20.26	spear	lo:.2; lɔŋ.4 ʔan.3 lo:.2
20.27	sword	ŋa:j.4
20.28	gun, cannon	ja:p.2; ja:p.2 phɨt.2
20.31	armor (defensive)	het.1 toj.1; khat.1 caɨ.3 toj.1; ca:m.1 toj.1
20.33	helmet	la:j.1 het.1; ta:ŋ.1
20.34	shield	lɛ:.4
20.35	fortress	kɔp.4 pə:.4
20.36	tower	saŋ.3 wa:.4; pɔ:.1 wa:.4
20.41	victory	ʔam.2 nan.3
20.42	defeat	cɨ:.4 ʔə:.4; caɨ.4 ʔɔ:.4
20.43	attack	ʔə:.1 ʔə:.1; ʔam.2
20.44	defend	pe:n.3 hɨ:.3; het.1 hɨ:.3
20.45	retreat	la:j.3 ʔan.3
20.46	surrender	ka:.4 hɨ:.3
20.47	captive, prisoner	saŋ.3; ʔi:.4 saŋ.3
20.471	guard, sentinel	mə:.4 laɨ.3
20.48	booty, spoils	ti:.4 laɨ.3
20.49	ambush	ʔan.3 laɨ.3
20.51	fisherman	phaɨ.3; phu:.4 laɨ.3
20.52	fishhook	kɔp.4 saŋ.3
20.53	fishing line	naj.5
20.54	fishnet	ti:.4 naj.4
20.55	fish trap	nan.5
20.56	bait	ti:.4 nan.4
20.61	hunt	se:ŋ.3
20.62	shoot	hɔŋ.5 kwa:m.1; phe:ŋ.1 kwa:m.1
20.63	miss (target)	kwa:m.1
20.64	trap (noun)	hɔŋ.5 sɛn.2; sɛn.2 hɔŋ.5
20.65	trap (vb)	sɔp.5-sɛp.5
21.11	law	ʔum.4 ʔum.4 ʔa:m.4 ʔa:m.4; ŋin.1 se:ŋ.3 ʔam.2 ŋin.1 khɔ:.4
21.15	court	phiw.3 lom.1
21.16	judge (vb)	se:ŋ.3 hu:.3 lit.2; se:ŋ.3 khɛ:ŋ.3 se:ŋ.3 ci:.1
21.17	judgment	hɔ:n.3
21.18	judge (noun)	la:t.4; ʔup.2
21.21	plaintiff	la:t.4 kwa:m.1 kak.1
21.22	defendant	wa:.4
21.23	witness	khaj.4 ʔa:.2-pum.2
21.24	swear	mɔ:k.2 la:t.4 khɔ:.4 kwa:m.1
21.25	oath	je:n.3
21.31	accuse	kwa:m.1 la:t.4
21.32	condemn	to:.3 lik.4 la:j.1
21.33	convict (vb)	cɨ:.4
21.34	acquit	tha:m.3
21.35	guilty	tɔ:p.2
21.36	innocent	jɔ:m.1 hap.5; hap.5 ʔaw.3 lɔŋ.4 phit.1
21.37	penalty, punishment	the:ŋ.3
21.38	fine	jɔ:n.1 tha:m.3
21.39	prison, jail	kwa:m.1 man.4
21.42	murder	tɔ:p.2 the:ŋ.3; ʔam.2 hap.5
21.43	adultery	ʔam.2 pan.3 het.1
21.44	rape	hɨt.1; thə:t.1; pɔŋ.5 tha:.5
21.46	arson	hɔŋ.5 la:t.4
21.47	perjury	hɔŋ.5 cɨ:.4
21.51	steal	pa:w.2; pha:w.2
21.52	thief	lɔ:k.2
22.11	religion	la:t.4 kwa:m.1 jaɨ.2 kwa:m.1 lo:ŋ.3; tha:ŋ.2 to:.3 caw.4 kaw.2 jaɨ.2
22.12	God	tɛ:m.4
22.13	temple, church	lu:.3; ʔa:n.2
22.14	altar	ce:.4
22.15	sacrifice, offering	kam.3 cɨm.1
22.16	worship	pap.5
22.17	pray	phu:.4 mɔ:.3 laŋ.2-ka:.2
22.18	priest	pi:.2
22.19	holy, sacred	kɔ:ŋ.3
22.22	preach	pi:.2 hɔ:n.1; pi:.2 ʔot.2
22.23	bless	se:ŋ.4 la:k.4
22.24	curse	mə:ŋ.1
22.26	fast (vb)	mə:ŋ.1 ti:.4 kə:t.2
22.31	heaven	we:ŋ.1 lo:ŋ.3; we:ŋ.1; cɛ:.4; ce:ŋ.1
22.32	hell	wa:n.4; ma:n.4
22.35	demon (evil spirit)	lɛ:n.3 lin.3; khɔ:p.2 lin.3; khɛp.2 lin.3
22.37	idol	kon.1 mə:ŋ.1
22.42	magic, witchcraft, sorcery	cum.1 kon.1 ʔɔ:n.2; khə:.1 kon.1 ʔɔ:n.2
22.43	sorcerer, witch	kon.1 lo:ŋ.3; phu:.3 na:m.1 ho:.3; po:.2 ho:.3 sɨk.1
22.44	fairy, elf	masj.5 taw.5 khɔn.5 taw.5
22.45	ghost, phantom	ʔup.5 pə:ŋ.2; ʔup.5
22.47	omen, portent	khun.3 hɔ:.3 kham.1; phu:.4 ʔup.5 mə:ŋ.1
	na:ŋ.1 hɔ:.3 kham.1
	khə:.1 caw.4 cɔ:m.3; caw.4 cɔ:m.3
	kon.1 mə:ŋ.1
	caw.4; khun.3
	kha:.4 lip.1
	kha:.4 caɨ.5
	phu:.4 lɔ:t.1 lɛ:w.1
	khɔ:.4 poŋ.3; khɔ:.4 saŋ.2
	thɔm.2 sop.1 thɔm.2 kwa:m.1
	pan.3 het.1; pan.3 sa:ŋ.4; pan.3 pɔ:ŋ.3
	taj.1 kɔ:.5; taj.1 kɔ:.5 taj.1 se:.4; ʔoj.1 kɔ:.5
	kon.1 ha:j.5 kon.1 khe:n.3
	kon.1 him.1 hə:n.1; kon.1 ju:.2 him.1 kin.3 cam.3
	kon.1 la:k.2 kon.1 la:j.1
	khɛ:k.2
	caw.4 hə:n.1
	cɔ:j.4
	kɛ:t.2 khɛ:.3; hɛ:.5 kaŋ.4
	phiŋ.4; thuŋ.1
	the:ŋ.3 kan.3; mɔ:.1 kan.3 pan.1 kan.3
	won.5 het.1 lɔŋ.4 ʔam.2 li:.3; khɨŋ.3 het.1 lɔŋ.4 ca.5
	hop.5; thop.1; ńa:.1
	mɛ:.4 mɔ:k.2 ja:.4; mɛ:.4 ma.2-lam.3
	tɨk.1
	sɨk.1; pa:ŋ.3 tɨk.1 kan.3
	kat.1 je:n.3
	tap.5 sɨk.1
	luk.4 sɨk.1
	la:k.4 na:k.4; kɔŋ.4 ka:ŋ.2 khə:ŋ.4 sɨk.1
	khɔn.5 pɔ:.5
	khwa:n.3 tɨk.1
	ka:ŋ.2 naŋ.3
	ka:ŋ.2
	pɨn.3
	hɔ:k.2
	lɛ:w.1
	kɔ:ŋ.4; ʔa-mjɔk.4; kɔŋ.4 lo:ŋ.3
	sə:.4 ka:p.2 lek.1
	ma:k.2 ho:.3 lek.1
	ka:p.2 hɛ:.5 to:.3
	tap.5 pha:.3 ʔut.2 pha:.3 hin.3
	la:ŋ.1
	pɛ:.5; ʔɔŋ.2
	sum.1 sɨk.1
	tɨk.1 tɔ:.1
	kɛ:t.2 khɛ:.3; hɛ:.5 kaŋ.4
	hon.3 khɨn.1
	wa:ŋ.1 khə:ŋ.4; jɔ:n.1 nɔ:m.1
	kon.1 sum.1 sɨk.1; kon.1 tok.1 thɔŋ.2 tok.1 khɔ:k.4
	phu:.4 paɨ.5 ja:m.1; phu:.4 paɨ.5 toj.1
	khɔŋ.3 laj.4 mə:.4 co:n.3; khɔŋ.3 laj.4 mə:.4 pe:.5 sɨk.1
	lɔ:m.3 tɨk.1
	tam.2 ŋa:.4 (Burmese)
	met.1 pa:.3
	khɔ:.3 met.1
	sa:j.3 met.1
	khɛ:.3
	saj.1
	jə:.2 pa:.3
	lɨp.4 thə:n.2; lɛ:.2 thə:n.2
	mu:.1 sə:.1; kon.1 lɨp.4 to:.3 thə:n.2
	jɨ:.1; pɨt.1 ka:ŋ.2
	jə:ŋ.1; ŋa:.3
	ka:t.4 kwa:.2; pə:ŋ.4 kwa:.2; ʔam.2 tə:.5 ʔam.2 mɛ:n.4
	khɨm.1; hew.5
	ka:ŋ.3; ha:ŋ.4
	ma:j.3 mi:.4; pak.1 pə:ŋ.3
	lum.1
	tat.1 sin.3
	khɔ:.4 tat.1
	phu:.4 tat.1 sin.3
	kɔ:.5 ma:p.2 kɔ:.5 nɛ:.1
	phu:.4 kɛ:t.2 khɛ:.3 lɔŋ.4 phit.1
	phu:.4 ta:.3 han.3 to:.3 thop.1
	kin.2 (Burmese); la:.2
	phɨ:n.3 kin.2; phɨ:n.3 ca:m.1 (Burmese)
	ma:p.2
	wa:.4 put.1 wa:.4 kha:t.2
	mi:.1 ta:ŋ.1 phit.1
	pɔj.2 khwa:ŋ.1 pɔj.2 lɔ:t.4
	ta:ŋ.1 phit.1 phɛ:k.2
	ʔam.2 laj.4 hu:.5 saŋ.3
	pan.3 ta:m.2 (Burmese); pɔ:.5 ta:m.2
	ta:m.2 ŋɨn.1; ŋɨn.1 se:.3
	khɔ:k.4; thɔ:ŋ.2
	hɛ:m.3 kon.1 ta:j.3; ʔaw.3 kon.1 ta:j.3
	lɔŋ.4 phit.1 pho:.3 phit.1 me:.1; lɔŋ.4 kot.5 pho:.3 kot.5 me:.1
	kan.5
	cut.2 faj.1
	tə:ŋ.2 ca:m.1 se:.3 lɛ:n.3 la:t.4
	lak.5
	kon.1 con.3
	phu:.4 lak.5; kon.1 lak.5
	pha:.2-sa:.2 ti:.4 kə:.1 li:.3
	phi:.3 lo:ŋ.3
	cɔ:ŋ.1 mun.3 caw.4; wat.5 phla:.1
	kheŋ.2 phi:.3
	khə:ŋ.4 lu:.2 khə:ŋ.4 ta:n.1; thə:.3 to:.3 sat.1 se:.3 ta:ŋ.2 phi:.3
	waj.4
	ka:w.2 jɔ:n.1
	caw.4 mun.3 khlit.5-ja:n.2
	ti:.4 thɔ:t.4 ti:.4 mja:t.4
	hɔ:.1 tla:.1 saŋ.2 sɔ:n.3
	pan.3 phɔ:n.1; soŋ.2 mit.4-ta:.2
	kwa:m.1 la:.2; kwa:m.1 kin.2
	kam.3 sin.3
	mə:ŋ.1 phi:.3
	ŋa:.4-la:j.1
	phi:.3 mə:k.4 phi:.3 ha:j.5
	ha:ŋ.4 phi:.3; ha:ŋ.4 phla:.1
	phi:.3 mɔ:.2; ʔa-ta:t.4 phə:.5; ʔa-ta:t.4 phi:.3 mɔ:.2
	phə:.5
	phi:.3 ʔi:.2 khɔ:j.4; na:ŋ.1 phi:.3
	phe:t.2
	na-mik.4 (Pali)
