permName	DiffMoreThanZero	MeanDiff	NumberOfSamples	z	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_42	568	0.00866682616257329	1000	-0.231683166994785	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_43	747	0.0263911451505557	1000	-0.683474344097677	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_44	374	-0.0111933611913058	1000	0.279236810098716	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_45	439	-0.00610023917920661	1000	0.150459899276134	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_46	290	0.024939013632898	395	-0.62985298105382	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_47	764	0.0317417511824013	1000	-0.787855471942988	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_48	201	-0.0320203212657925	1000	0.825159432974244	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_49	287	-0.0198871068129583	943	0.477475871971258	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_50	771	0.0294654550776102	1000	-0.741818651417696	
RandomIndependentSamples/RIS_WH_Unanalyzable_Family_allSegments	7938	0.0404227628057917	10000	-0.834788809620687	
RandomIndependentSamples/RIS_WH_Unanalyzable_Family_firstSegments	35	-0.278539131734723	10000	2.93470707441275	
RandomIndependentSamples/RIS_WH_Unanalyzable_Area_allSegments	7794	0.0388283355546048	10000	-0.787284491197427	
RandomIndependentSamples/RIS_WH_Unanalyzable_Area_firstSegments	15	-0.300106388105915	10000	3.02623033534226	
InterrogativeOrder/ConsonantsInitial_3_allSegments_RandomIndependentSample	2843	-0.0150933392839085	10000	0.534707352874208	
InterrogativeOrder/ConsonantsInitial_3_firstSegments_RandomIndependentSample	259	-0.123966542861947	10000	1.97562655237013	
InterrogativeOrder/ConsonantsInitial_3_allSegments_RandomIndependentSample	4805	-0.000975804569023418	10000	0.0347100884775842	
InterrogativeOrder/ConsonantsInitial_3_firstSegments_RandomIndependentSample	207	-0.124626290107568	10000	2.01901656526248	
RIS_BodyConcepts_allSegments_Family	11110	0.00613082809107007	20000	-0.234500260605857	
RIS_BodyConcepts_firstSegments_Family	843	-0.100523320496161	20000	1.72368267601464	
RIS_BodyConcepts_allSegments_Area	14760	0.0244477953379253	20000	-0.685357245350983	
RIS_BodyConcepts_firstSegments_Area	9723	-0.00393103363107478	20000	0.049995060789985	
RIS_BasicActionsConcepts_allSegments_Family	12461	0.0101850822507699	20000	-0.383519524852367	
RIS_BasicActionsConcepts_firstSegments_Family	8319	-0.0111988266922862	20000	0.213352876816663	
RIS_BasicActionsConcepts_allSegments_Area	11345	0.010803541052567	20000	-0.276320006858752	
RIS_BasicActionsConcepts_firstSegments_Area	5086	-0.0584860610854123	20000	0.670813824488442	
